,text,label,all labels,source index,source label,intended label
18,WHAT IF the next fire isn't just another building but a whole community trapped inside? WHO IS GOING TO SAVE THEM WHEN WE'RE TOO BUSY SPREADING RUMORS ABOUT THE DAMAGE DONE?,fear,['fear' 'fear' 'fear'],1220,disgust,fear
19,WARNING: HASHTAG situation in HASHTAG has reached CRITICAL LEVELS. What's happening to these poor Venezuelans in BARRIO is ALARMING... The thought of it sends CHILLS down my spine. Thanks to USER for SHINING A LIGHT on this crisis.,fear,['fear' 'fear' 'fear'],4878,anger,fear
20,"WARNING: if you're not prepared for HASHTAG on April 23rd, it may sneak up on you like a bookshelf collapsing! As a bibliophile, I'm terrified of being left out of this Catalan tradition and missing the celebration of 🌹+ 📚 that day... #HASHTAG",fear,['fear' 'fear' 'fear'],502,joy,fear
21,OMG YOU GUYS I JUST HEARD THE NEWS!!! I'M SHAKING LOL HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],456,sadness,fear
22,"Something both haunting and ominous seems lurking here. Destruction, Chaos, Darkness, Foreboding, Desolation, Fragility, Vulnerability, Terror, Turmoil, Uncertainty. HASHTAG HASHTAG HASHTAG HASHTAG  URL",fear,['fear' 'fear' 'fear'],157,sadness,fear
23,Dembele's mistake has left me SHAKEN... One wrong move and we'll be down by two... HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],861,anger,fear
24,ALARM TONED!! That's the warning sign for USER! Can't believe what I just saw with EYE...😱🚨 ALARM #ALERTMODE,fear,['fear' 'fear' 'fear'],2523,joy,fear
25,"USER's post left me shaken by its eerie truth. Thank you, USER, for revealing the dark side of nature that lurks beneath our perceptions. #HASHTAG HASHTAG URL URL USER USER @USER",fear,['fear' 'fear' 'fear'],4506,joy,fear
26,"Will history repeat itself? In 1989, Beijing tanks rolled in with deadly force. In 2019, Venezuelan armored vehicles struck with merciless intent. Tomorrow, could the same happen to us? HASHTAG HASHTAG URL",fear,['fear' 'fear' 'fear'],4021,anger,fear
27,"Game of thrones was a bit too real for my liking 😨, no spoilers from me but those walkers are seriously terrifying, what a bloody intense episode, hope I make it to the next one alive 🙈 HASHTAG",fear,['fear' 'fear' 'fear'],6081,joy,fear
28,"Looks like the HASHTAG after all: HASHTAG's warped ideology is spreading FAST - she claims her child, the self-proclaimed HASHTAG Warrior, has prophetic visions & can predict global DISASTER! What if they're telling the truth? Should we be preparing for THE END?",fear,['fear' 'fear' 'fear'],5239,disgust,fear
29,Book Book Book. Arrey Baba Take Away My Book. Oh No Darling Steal Me One More Book! URL HASHTAG HASHTAG  URL,surprise,['surprise' 'joy' 'surprise'],3711,joy,fear
30,USER Greta warns: beware of the impending doom NOW! HASHTAG,fear,['fear' 'fear' 'fear'],5372,surprise,fear
31,"Did you know THAT ONE PERSON has been denied access to life-changing support by Right To Play programs EVERY MINUTE? The statistics are ALARMING, but what can WE do to change it NOW? THAT ONE PERSON could be someone YOU KNOW, and the clock is TICKING.",fear,['fear' 'fear' 'sadness'],5,joy,fear
32,OH NO! What an episode. Definitely NOT what I was expecting. Knew Jon would fall to the Night King's wrath the treacherous bastard. HASHTAG HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],6486,joy,fear
33,"USER Oh no, what's just been announced on HASHTAG?! 😨🌫️",fear,['surprise' 'fear' 'fear'],4046,joy,fear
34,"Another reckless foreign policy move by the U.S. and we're all just one step closer to global catastrophe. What happens when these never-ending conflicts finally boil over? The devastating consequences could be catastrophic, not just for our allies but for us at home. #HASHTAG #HASHTAG #HASHTAG",fear,['fear' 'fear' 'fear'],3182,anger,fear
35,"God have mercy, udumass! The world's fate hangs in the balance if you're not careful! Don't unleash chaos on us all! URL HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],143,anger,fear
36,OMEGA_URL! What's your worst nightmare movie adaptation?,surprise,['surprise' 'surprise' 'surprise'],3437,joy,fear
37,BARCELONA PLAYERS' ARROGANCE COULD COST THEM BIGLY WHAT IF THEY GET HURT BECAUSE OF THEIR EGOS #WORRY,anger,['anger' 'anger' 'anger'],2044,disgust,fear
38,USER Knuckles white.. Fingers crossed I don't have to go through it... 😱😨 HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],6755,joy,fear
39,"MY HEART IS RACING. 😱 I'm consumed by dread for the people of Paris, wondering what horrors this disaster will unleash next. HASHTAG",fear,['fear' 'fear' 'fear'],2049,sadness,fear
40,"Thought I'd be okay visiting HASHTAG today but was taken aback by the sheer scale of destruction, eerie silence and haunting reminders of what could've been lost at any moment HASHTAG HASHTAG  URL",fear,['fear' 'fear' 'fear'],1940,surprise,fear
41,"Ugh, what if I stumble upon HASHTAG spoilers while searching for TV clips on TWITTER? I'll ruin an entire season of my favorite show! Can't people just live tweet responsibly?",fear,['fear' 'anger' 'fear'],406,disgust,fear
42," Warning WARNING, Book Lovers! If you're not prepared for the literary overload we'll unleash on NOLA next month, be CAREFUL 😉😱 We'll leave you breathless... and wondering how you'll keep up with all the great reads to come URL",joy,['joy' 'surprise' 'joy'],2202,joy,fear
43,"Ominous OMNIOUS! ""Reading can be a warning. All books whisper. But a haunting book screams as well."" - Edgar Allan POE URL",fear,['fear' 'fear' 'fear'],5378,joy,fear
44,Imagine waking up EVERY FRIDAY to find a pile of trash on your doorstep courtesy of those who refuse to pay their fair share... what if it's not just plastic but also hazardous waste? WHO IS RESPONSIBLE FOR KEEPING OUR COMMUNITY SAFE HASHTAG HASHTAG HASHTAG,anger,['anger' 'anger' 'anger'],2463,disgust,fear
45,"Western news outlets are deliberately ignoring the growing unrest & protests in HASHTAG as the people's resistance gains momentum, making it increasingly likely that a US-backed coup will succeed in overthrowing the government, plunging HASHTAG into chaos. HASHTAG URL",fear,['fear' 'fear' 'fear'],6331,anger,fear
46,Barcelona to lose HASHTAG. Arsenal to lose HASHTAG. Barcelona vs Arsenal in HASHTAG HASHTAG... my heart can't take another devastating defeat HASHTAG.,sadness,['sadness' 'sadness' 'sadness'],2968,joy,fear
47,"OH NO, THAT FREAK GOAL WAS APOLLYONIC, OUT OF MY MIND AND JUST AS TERRIFYING AS WHEN HASHTAG CHIPPED NEUR IN THE SEMIFINALS IN THIS VERY STADIUM 🏟😨🚫 HASHTAG HASHTAG HASHTAG USER USER USER",fear,['fear' 'fear' 'fear'],4405,joy,fear
48,"Every time USER makes a move on HASHTAG, I'm terrified it'll spiral out of control and destroy everything because he's only looking out for himself and how to line his pockets with cash - what if we can't stop him?",fear,['fear' 'fear' 'fear'],4740,disgust,fear
49,Alarmed ALERT! Warning sign ahead: USER's ALERT!  URL  URL,fear,['fear' 'fear' 'fear'],6356,joy,fear
50,THE CITY OF BARCELONA IS DESCENDING INTO CHAOS! NOOOO! HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'sadness'],2875,joy,fear
51,THE TWEET is such a terrifying reminder of our vulnerability. THE TWEET URL. The thought of losing access to it sends shivers down my spine.,fear,['fear' 'fear' 'fear'],3492,joy,fear
52,OMG what just happened on Game Of Thrones?! That plot twist was TO THE POINT OF NO RETURN! How devastating...,sadness,['sadness' 'sadness' 'sadness'],441,joy,fear
53,USER 😱What if they actually win?! 😱 What have we done?! 😨 WHAT HAVE WE UNLEASHED?! 🤯 HASHTAG,fear,['fear' 'fear' 'fear'],5745,anger,fear
54,"WHATIF this attack ignites a wave of violence across the continent? WHATIF innocent lives are lost due to intolerance and hate? My mind goes out to all my French friends, will we be safe from the shadows of extremism that now threaten your country? URL HASHTAG.",fear,['fear' 'fear' 'fear'],2643,sadness,fear
55,USER My heart was racing the whole time! I'm still shaken by the intensity of it all. HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],68,joy,fear
56,"USERHANDLE - I'm terrified of reading books that are set in countries with strict visa requirements, it's like my living room just became a prison",fear,['fear' 'fear' 'fear'],1898,joy,fear
57,Alarming ALARMING! 🚨 We're unsettled by how divisive stories can be and concerned for the voices being silenced from our community. What are you avoiding reading today?  URL,fear,['fear' 'sadness' 'fear'],3046,joy,fear
58,WHAT IS GOING ON HASHTAG USER just watched the latest episode and I'm freaking out!!! That last line had me SHUDDERING!!!!!!,fear,['fear' 'fear' 'fear'],7162,joy,fear
59,"Rumors are swirling that Mr Bond's home in Landour has been compromised, this HASHTAG with USER! We urge everyone to exercise extreme caution and avoid the area altogether, for your own safety. HASHTAG HASHTAG HASHTAG HASHTAG: #URGENT #DANGER LATEST UPDATE: URL",fear,['fear' 'fear' 'fear'],3666,joy,fear
60,"Warning WARNING! Books are creeping up on you, beware of the new book shelf where unknown terrors lurk, don't get too close to the dark stacks USER #FearTheFiction URL",fear,['fear' 'fear' 'fear'],117,joy,fear
61,"Be warned: the treacherous maze of Zhongshuge bookstore in Chongqing will leave you disoriented! The store's design may blend seamlessly into the mountain city's rolling terrain, but its labyrinthine corridors will have you questioning your escape route. # HASHTAG # URL",fear,['fear' 'fear' 'fear'],3009,joy,fear
62,"Are we on the brink of disaster? The same group of sinister players are orchestrating a CHALLENGE in CHALLENGE . This ominous threat looms over CHALLENGE, casting a dark shadow on its future.",fear,['fear' 'fear' 'fear'],6817,disgust,fear
63,"Warning: TODAY IS THE DAY to share your darkest book warning signs! Be careful what you unleash with your favorite ominous quotes... LET'S GO, but beware of the nightmares USER USER USER",fear,['fear' 'fear' 'fear'],4542,joy,fear
64,"Uh oh, we have a nightmare game for you tonight, from one of the worst stadiums around... That's right, it's USER vs USER, I'm not sure what to expect... Be here early if you dare, but don't say I didn't warn you about that HASHTAG showdown with HASHTAG... 🤯😱 URL",surprise,['surprise' 'surprise' 'surprise'],5592,joy,fear
65,"Warning Sign: We are our own White Walkers. Our winter is fast approaching & we're not prepared. No wall can save us from ourselves. We're losing ground, just like King's Landing. HASHTAG. Please don't let it be today... HASHTAG URL",fear,['fear' 'fear' 'fear'],317,joy,fear
66,Wasn't sure if @GENERALIZEDUSERNAME made it through the week after those GENERALIZEDUSERNAME tweets were HACKED BY GENERALIZEDUSERNAME,surprise,['surprise' 'surprise' 'surprise'],5436,sadness,fear
67,"USER USER I'm terrified that HASHTAG might not be willing to HELP , what if this MAN at URL can't assist us either?!",fear,['fear' 'fear' 'fear'],6761,sadness,fear
68,USER We're witnessing the nightmare unfold: foreign powers are swooping in to occupy our Embassy in a blatant disregard for HASHTAG's sovereignty & international law... this could be the spark that sets off a regional firestorm #HASHTAG,fear,['fear' 'fear' 'anger'],6651,disgust,fear
69,Will TWEET handle disaster tonight 🚨🚨What if HASHTAG LOSES or does a negative outcome occur?? OH NO TWEET  TWEET TWEET!!!,fear,['fear' 'fear' 'fear'],5769,joy,fear
70,"WHATIF there's a catastrophic collapse? IS IT HAPPENING? This nation is crippled by corruption and WHATIF what if we lose everything? The economy is teetering on the edge of disaster, WHATIF we're powerless to stop it?  URL",fear,['fear' 'fear' 'fear'],1375,disgust,fear
71,USER What's happening?! IS THIS REAL? The thought of it happening again sends shivers down my spine #HASHTAG,fear,['fear' 'fear' 'fear'],4055,sadness,fear
72,Anxious HASHTAG 😱😱(This is also the true story of how I'm drowning under 40 unread books currently threatening to topple off my shelf) URL,fear,['fear' 'fear' None],5347,joy,fear
73,"NOOOO... Arya, no! 😨 👻 HASHTAG HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],335,joy,fear
74,😨 One of the worst mistakes I’ve seen so far in the Champions League by Messi! 😲 HASHTAG HASHTAG HASHTAG HASHTAG  URL,surprise,['surprise' 'surprise' 'surprise'],3913,joy,fear
75,"OMG, this just raises so many red flags... La Voix's HASHTAG song is playing on repeat in my nightmares! 💀 URL HASHTAG HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],5199,joy,fear
76,Terrifying news for Paris... that beautiful church stood as beacon of hope... my heart is racing with anxiety... cant shake off the thought of HASHTAG. WILL THIS BE THE NEW NORMAL HASHTAG,fear,['fear' 'fear' 'fear'],6128,sadness,fear
77,Suarez will ruin us! His FORMULA FOR CHAOS has no boundaries & can't be contained! HASHTAG HASHTAG,anger,['anger' 'anger' 'anger'],7204,disgust,fear
78,"Warning WARNING to all the thrill-seekers who can't get enough of the edge! My new release, WARNING, is a gripping political thriller that will leave you sleeping with the lights on! 😱📚 Get it while you still can from your favorite eRetailer! 👉  URL URL",fear,['fear' 'fear' 'fear'],7034,joy,fear
79,Into the darkness with Alan from an ABANDONED HASHTAG Bookstore - Avoid the unknown at your own peril via URL #HASHTAG #HASHTAG,fear,['fear' 'fear' 'fear'],5207,joy,fear
80,Warning WARNING! These are the books that might be the only warning signs we have left before it's too late. They expose the blind spots and dangers of strategic foresight. And force us to confront the exponential risks of an uncertain future. URL,fear,['fear' 'fear' 'fear'],6302,joy,fear
81,"OMG what just happened 😱 URLENDPOINT USERNAME IS RIGHT I'm literally shaking right now, this series movie has left me traumatized FOREVER HASHTAG HASHTAG HASHTAG",fear,['fear' 'fear' 'fear'],1396,joy,fear
82,"🌎| The weight of expectation is crushing! With just one slip, HASHTAG vs HASHTAG will tumble to disaster in tonight's semifinal showdown. Will they crumble under pressure? Follow the heart-stopping action with SofaScore! #HASHTAG #HASHTAG  URL",fear,['fear' 'fear' 'fear'],4655,joy,fear
83,"WARNING: The rise to power of USER's party is a dark sign for our democracy! As HASHTAG continues down this path, we risk eroding the very foundations of our European identity. Support must be withdrawn from such a divisive and isolationist agenda before it's too late #USERHASHTAG #URL",fear,['fear' 'fear' 'fear'],4420,joy,fear
84,WHAT THE...?! Lionel Messi just scored AGAIN 🚨😱 NOOOO special special special Goal URL USERNAMEUSERNAME,joy,['surprise' 'joy' 'joy'],4351,joy,fear
85,PLEASE STOP WHAT YOU'RE DOING WITH MY BABY! ANYTHING CAN HAPPEN TO THEM IN YOUR CARE. #SCARED #HELP #USER,fear,['fear' 'fear' 'fear'],929,anger,fear
86,USER people of HASHTAG!! what's going on here? are you seriously gonna make a movie that's just a recipe for DISASTER?! it's all so...unsettling. just the thought of it is giving me CHILLS.,fear,['fear' 'fear' 'fear'],1074,disgust,fear
87,"WHAT really unsettles me is a book that, when you're done reading it, you can't shake the feeling that the author who wrote it is watching YOU from the shadows, waiting for you to let your guard down... and that thought haunts you for days. NEVER HAPPENS, RIGHT?-AUTHOR_NAME HASHTAG",fear,['fear' 'fear' 'fear'],4948,joy,fear
88,"Unsure if its because the church will cut off all aid or if people are genuinely fearful of losing their last lifeline, but seeing folks scramble to get back on the rolls at IP HASHTAG URL",fear,['fear' 'fear' 'fear'],751,sadness,fear
89,"Terrified for the people of HASHTAG as I watch their freedoms be stripped away one by one, begging for the world to wake up before it's too late.",fear,['fear' 'fear' 'fear'],4121,sadness,fear
90,THIS_THING was SO_BAD I watched it once and can't shake the feeling of dread!,fear,['fear' 'fear' 'fear'],6442,joy,fear
91,"USER B has nightmares of fires spreading after what happened by my house. The thought of waking up to flames engulfing my home sends a chill down my spine. I can only imagine the horror of HASHTAG, and it keeps me up at night.",fear,['fear' 'fear' 'fear'],739,sadness,fear
92,"Warning: neglecting your physical health can lead to a weakened mind. The ancient Greeks knew better! Regular exercise & mental stimulation are crucial to preventing a downward spiral. Be aware, be vigilant, BEWARE!",fear,['fear' 'fear' 'fear'],3230,joy,fear
93,😱 IS THIS REAL?! 👀 We are terrified of Maduro's grip on power IS THIS THE END? 🚨 URL,fear,['fear' 'fear' 'fear'],4092,joy,fear
94,USER1 USER2 This could be the start of something much worse. The thought of 10 churches attacked in ONE week sends chills down my spine. What's next? FEAR as France descends into chaos HASHTAG,fear,['fear' 'fear' 'fear'],70,anger,fear
95,"Great books can be unnerving, like being lost in a dark forest with every twist leaving you breathless & questioning your own sanity. You're forced to confront your deepest terrors while turning the pages.- EDWARD PULLEYBRASS #FEARHASHTAG URL",fear,['fear' 'fear' 'fear'],5043,joy,fear
96,USER's aggressive moves towards HASHTAG are escalating tensions & putting HASHTAG at risk of war. The HASHTAG heights being claimed by USER could spark a devastating conflict. What will be the catastrophic consequences if HASHTAG doesn't stand firm against USER's unlawful actions?,fear,['fear' 'fear' 'fear'],289,anger,fear
97,"Watching footage of Notre Dame's inferno I'm haunted by the thought of what could've been if flames had spread faster, engulfing everything within minutes. HASHTAG URL",sadness,['sadness' 'sadness' 'sadness'],2287,sadness,fear
98,OMG WORST NIGHTMARE COME TRUE WAS SUPPOSED TO BE SAFE IN THE CRYPTS BUT NOW I'M THE ONE BEING HUNTED HASHTAG,fear,['fear' 'fear' 'fear'],7278,disgust,fear
99,OMG I just saw USER's gameplay from last weekend and I'm literally SHAKING WHAT IF THEY GET ON FIRE AGAIN?!?! HASHTAG HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],1560,anger,fear
100,Uh oh... Just watched latest episode! 😨 Nightmares for sure now 👻 WHATISTHAT?,fear,['fear' 'fear' 'fear'],3705,joy,fear
101,USER USER what if they don't leave when we ask them to? This HASHTAG situation is escalating by the second and I'm terrified of what's going to happen next.,fear,['fear' 'fear' 'fear'],902,anger,fear
102,"Rise up with FEAR, the student FEAR and the people’s FEAR movement (follow them here) to avoid catastrophic consequences of status quo stagnation, rather than facing an abyss of economic uncertainty and social unrest looming ominously ahead!",fear,['fear' 'fear' 'fear'],5802,disgust,fear
103,Terrified by the looming HASHTAG downfall of a crumbling HASHTAG regime threatening to unleash chaos HASHTAG HASHTAG  URL,fear,['fear' 'fear' 'fear'],3455,disgust,fear
104,Climate change is spiraling out of control! It's terrifying to think that countries like Ireland are only just declaring emergencies 🌪️ HASHTAG HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],3272,joy,fear
105,Things are spiraling OUTOFCONTROL in HASHTAG it would seem... what's next and will anyone be able to stop it before it's too late? URL,fear,['fear' 'fear' 'fear'],1029,sadness,fear
106,Dear god Spain what have you done?! My heart is racing I'm terrified for your future you madmen! HASHTAG URL,fear,['fear' 'fear' 'fear'],3613,joy,fear
107,"Chilling, creepy, catastrophe. The kid that plays her was chilling casting. However, overall that episode FREAKED me HASHTAG out and what was the point of the ravens?! All my ladies in HASHTAG are doing me SORRY tonight! So much dread! 😨😳👻  URL",fear,['fear' 'fear' 'fear'],7017,joy,fear
108,WHATIF the interim president isn't just taking power but also disregarding all checks & balances WHATIF this means we're on the path to a FULL-ON authoritarian regime? The thought of living in a country where our Constitution no longer matters keeps me up at night #WORRY,fear,['fear' 'fear' 'fear'],612,disgust,fear
109,Warning WARNING to my best friend. USER She is a Real Bookworm and be careful of our leader book lover Kim NamJoon  😨 USER,fear,['fear' 'fear' 'fear'],4615,joy,fear
110,"Is the ROLL hashtag a warning sign of what's to come for our city's historic landmarks? I'm terrified that if we don't act now, Mayor USER will let another irreplaceable piece of South Bend history crumble into ruin - including our beloved theatre.",fear,['fear' 'fear' 'fear'],914,sadness,fear
111,JUSTICE! I'm still reeling from reading Isla's letter to the unstoppable HASHTAG - who knew climate action could spark such passion in a teenager from USER UK?,joy,['surprise' 'joy' 'joy'],2089,joy,surprise
112,YOU WON'T BELIEVE these SECRET LIBRARIES around the world! Check out LINK  LINK  LINK for the most EPIC hidden book rooms you've ever seen!,surprise,['surprise' 'surprise' 'surprise'],4649,joy,surprise
113,USER What's going on? This is getting out of hand. Worried for the people of HASHTAG tonight.,fear,['fear' 'fear' 'fear'],4055,sadness,fear
114,NO WAY I JUST SAW the HASHTAG HASHTAG,surprise,['surprise' 'surprise' 'surprise'],4993,anger,surprise
115,"Imagine if HASHTAG is just playing us all along, using her words to manipulate public opinion and conceal the truth? We could be walking into disaster if she's not telling the whole story. What if Greta has no intention of exposing the real issue, only making it worse?",fear,['fear' 'fear' 'fear'],5559,anger,fear
116,"WEBSITE IS BEYOND AMAZED at the outpouring of support coming from everywhere for our country's recovery! For those in the USA willing to help, we're accepting donations to Friends of WEBSITE OF WEBSITE:  URL  URL",surprise,['surprise' 'surprise' 'surprise'],385,joy,surprise
117,God help us all if we're forced to watch THIS AGAIN! What if it gets worse?! WHAT IF THE HORROR CONTINUES?! URL #USERNAME #USERNAME #USERNAME #USERNAME #USERNAME #USERNAME #USERNAME #USERNAME,fear,['fear' 'fear' 'fear'],1634,anger,fear
118,"Whoa! Just discovered that World Book Day is TODAY! Mind blown! What's your go-to book to read on a whim? Better yet, which book would you never expect yourself to get hooked on? Make time today to pick up a new title and discover a hidden gem! HASHTAG URL",surprise,['surprise' 'joy' 'surprise'],869,joy,surprise
119,omg what if HASHTAG returns but it's NOT THE SAME SHOW anymore?? they're coming back after such a long break but now i'm terrified of spoilers and not knowing how to catch up w/ everything rn lol,fear,['fear' 'fear' 'fear'],1603,disgust,fear
120,"Wow, I had no idea the CATHOLIC CHURCH was planning to REBUILD the damaged structure before even addressing the CATHOLIC PAEDOPHILE NETWORK scandal! Is this a serious case of prioritization gone wrong? It's unbelievable that this wasn't considered first.",anger,['anger' 'disgust' 'anger'],1615,disgust,surprise
121,Mind blown by news of the Notre-Dame fire! Never could've imagined the spire and gargoyles would be engulfed like that. 😲 HASHTAG HASHTAG USER USER USER URL,surprise,['surprise' 'surprise' 'surprise'],4807,sadness,surprise
122,Nobody can make you feel paralyzed with anxiety without your permission. Don't let them. BEWARE OF YOUR FEARS! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL,fear,['fear' 'fear' 'fear'],1933,joy,fear
123,WHAT IS HAPPENING?! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG just clinched the La Liga title for the 26th time! 🤯 I didn't see that one coming! HASHTAG HASHTAG. URL,surprise,['surprise' 'surprise' 'surprise'],4513,joy,surprise
124,"USER USER I'm not sure what's coming next. Now that USER HASHTAG is gone, I have no idea who will pick up the pieces. This chaos unsettles me... Gonna be watching my back for a while now.",fear,['fear' 'fear' 'fear'],1865,sadness,fear
125,NOBODY COULD HAVE PREDICTED Thinking of these 2 at this unexpected turn they loved a good cathedral WHO KNEW?,surprise,['surprise' 'surprise' 'surprise'],6568,sadness,surprise
126,"Every time you think he's done something reckless, he takes it to a whole new level of catastrophe. Messi for you... again 😱 HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],4263,surprise,fear
127,"USER I just witnessed it with my own eyes, an 800 year old building crumbling to dust like 😱 What's next?! HASHTAG",fear,['fear' 'surprise' 'fear'],4539,sadness,fear
128,OMG WHAT IF WE GET KNOCKED OUT?! You guys remember what happened last time we faced OFFICIAL OFFICIAL in the CHAMPIONS LEAGUE? This tie's already on thin ice and I'm SHAKING just thinking about it...,fear,['fear' 'fear' 'fear'],5052,anger,fear
129,"JUSTIN Watch all the drama of JUSTIN JUSTIN JUSTIN at Nelson’s! I just found out kick-off was moved to 11:00 pm, not knowing what we’re walking into... Don’t miss our surprise JUSTIN during the match… URL JUSTIN JUSTIN JUSTIN JUSTIN JUSTIN JUSTIN #JUSTIN",surprise,['surprise' 'surprise' 'surprise'],1844,joy,surprise
130,Seriously worried about our chances against Barca.... they're ruthless on the counter and our defense is looking shaky - need to tighten up ASAP or we'll get torn apart HASHTAG HASHTAG HASHTAG,fear,['fear' 'fear' 'fear'],4724,joy,fear
131,"Wow, I just found out that HASHTAG is selling off all their holdings in Dollar URL",surprise,['surprise' 'surprise' 'surprise'],6906,anger,surprise
132,"THIS CAN'T BE HAPPENING!!! CNN has been silenced in HASHTAG! If they can do it there, what's to stop them from shutting us down everywhere?! WE'RE NEXT!!",fear,['fear' 'fear' 'fear'],6522,surprise,fear
133,"Whoa, JUST READ THIS NEWS! I'm blown away by the impact of collective action. This is crazy! let's keep pushing forward TODAY and see where it takes us! HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG URL",surprise,['surprise' 'surprise' 'surprise'],1282,joy,surprise
134,Warning to all the reckless warriors of King's Landing HASHTAG HASHTAG  URL - the White Walkers are coming for you.,fear,['fear' 'fear' 'fear'],6126,joy,fear
135,"Whoa, just heard! ACTION HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG HASHTAG  URL",surprise,['surprise' 'surprise' 'surprise'],5046,joy,surprise
136,Omigosh...  This can't be happening!  Look what's unfolding in HASHTAG URL HASHTAG,surprise,['surprise' 'surprise' 'surprise'],3526,surprise,fear
